last,first,full_nm,nickname,ht,wt,reach,stance,w,l,d,belt,country,age_in_2023,active
Stack,Bobby,Bobby Stack,,"5' 9""",155 lbs.,--,Orthodox,8,3,0,FALSE,SVK,31,FALSE
Stahl,Andreas,Andreas Stahl,Real Steel,"5' 11""",170 lbs.,--,Orthodox,10,4,0,FALSE,SWE,31,FALSE
Stallings,Ron,Ron Stallings,The Choir Boy,"6' 2""",170 lbs.,"75.0""",Southpaw,14,8,0,FALSE,USA,29,FALSE
Stamann,Cody,Cody Stamann,The Spartan,"5' 6""",135 lbs.,"64.0""",Orthodox,21,6,1,FALSE,USA,31,TRUE
Stanciu,Cristina,Cristina Stanciu,Barbie,"5' 3""",115 lbs.,--,Orthodox,5,2,0,FALSE,ROM,31,FALSE
Stann,Brian,Brian Stann,All American,"6' 1""",205 lbs.,"74.0""",Orthodox,12,6,0,FALSE,USA,31,FALSE
Stansbury,Josh,Josh Stansbury,The Sandman,"6' 2""",205 lbs.,"74.0""",Orthodox,4,8,0,FALSE,USA,34,FALSE
Staring,Dion,Dion Staring,Soldier,"6' 1""",235 lbs.,--,Orthodox,35,14,0,FALSE,NED,31,FALSE
Stark,Lucas,Lucas Stark,,--,155 lbs.,--,,1,5,0,FALSE,NED,27,FALSE
Starks,Clifford,Clifford Starks,,"6' 0""",185 lbs.,"78.0""",Orthodox,13,3,0,FALSE,USA,27,FALSE
Starnes,Kalib,Kalib Starnes,,"6' 3""",185 lbs.,"74.0""",Orthodox,17,11,1,FALSE,CAN,34,FALSE
Staropoli,Laureano,Laureano Staropoli,Pepi,"6' 1""",185 lbs.,"71.0""",Orthodox,9,5,0,FALSE,ARG,27,FALSE
Stasiak,Damian,Damian Stasiak,Webster,"5' 5""",135 lbs.,"70.0""",Orthodox,10,6,0,FALSE,POL,31,FALSE
Steele,Adam,Adam Steele,,--,170 lbs.,--,,0,1,0,FALSE,USA,#N/A,FALSE
Steele,Dominique,Dominique Steele,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74.0""",Orthodox,14,9,0,FALSE,USA,31,FALSE
Steele,Ricky,Ricky Steele,The Karate Kid,"5' 9""",135 lbs.,"74.0""",Orthodox,6,0,0,FALSE,USA,29,FALSE
Steenberg,Eric,Eric Steenberg,,--,155 lbs.,--,,5,1,0,FALSE,CAN,31,FALSE
Steinbeiss,Steve,Steve Steinbeiss,The Hooligan,"6' 3""",185 lbs.,"75.0""",Orthodox,9,4,0,FALSE,MKD,28,FALSE
Steinbeiss,Ray,Ray Steinbeiss,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,14,7,0,FALSE,MKD,29,FALSE
Stepanov,Dmitri,Dmitri Stepanov,,"6' 3""",217 lbs.,--,Orthodox,0,1,0,FALSE,UKR,31,FALSE
Stephens,Jeremy,Jeremy Stephens,Lil' Heathen,"5' 9""",145 lbs.,"71.0""",Orthodox,28,19,0,FALSE,USA,31,FALSE
Sterling,Aljamain,Aljamain Sterling,Funk Master,"5' 7""",135 lbs.,"71.0""",Orthodox,23,3,0,TRUE,USA,31,FALSE
Stevens,Marc,Marc Stevens,,"5' 9""",155 lbs.,--,,21,10,0,FALSE,USA,27,FALSE
Stevenson,Joe,Joe Stevenson,Daddy,"5' 7""",145 lbs.,"70.0""",Orthodox,33,16,0,FALSE,USA,34,FALSE
Stevenson,Maia,Maia Stevenson,,"5' 4""",115 lbs.,"62.0""",Orthodox,6,5,0,FALSE,USA,27,FALSE
Stewart,Luke,Luke Stewart,,"5' 11""",170 lbs.,--,Orthodox,6,3,0,FALSE,USA,27,FALSE
Stewart,Darren,Darren Stewart,The Dentist,"6' 0""",205 lbs.,"74.0""",Orthodox,12,8,0,FALSE,ENG,31,FALSE
Stewart,Kyle,Kyle Stewart,Gunz Up,"6' 0""",170 lbs.,"76.0""",Orthodox,11,3,0,FALSE,USA,27,FALSE
Stiebling,Alex,Alex Stiebling,The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,19,11,1,FALSE,USA,#N/A,FALSE
Stinson,Tyler,Tyler Stinson,The Evolution,"6' 3""",170 lbs.,--,,30,10,0,FALSE,USA,28,FALSE
Stittgen,Dan,Dan Stittgen,The Anvil,"6' 1""",170 lbs.,--,Orthodox,12,5,0,FALSE,USA,31,FALSE
Stojadinovic,Lazar,Lazar Stojadinovic,The Bronx Bomber,"5' 7""",145 lbs.,"68.0""",Southpaw,12,5,0,FALSE,BUL,27,FALSE
Stojnic,Denis,Denis Stojnic,,"6' 0""",245 lbs.,--,Orthodox,13,3,0,FALSE,BIH,31,FALSE
Stoliarenko,Julija,Julija Stoliarenko,,"5' 7""",125 lbs.,"66.0""",,10,8,2,FALSE,LTU,34,TRUE
Stoltzfus,Dustin,Dustin Stoltzfus,,"6' 0""",185 lbs.,"75.0""",Orthodox,14,5,0,FALSE,USA,31,TRUE
Stolze,Niklas,Niklas Stolze,Green Mask,"6' 1""",155 lbs.,"74.0""",Switch,12,6,0,FALSE,GER,29,FALSE
Stone,Ken,Ken Stone,,"5' 8""",135 lbs.,"71.0""",Southpaw,11,4,0,FALSE,USA,27,FALSE
Stonitsch,Ryan,Ryan Stonitsch,,"5' 9""",170 lbs.,--,Southpaw,8,1,0,FALSE,CAN,29,FALSE
Stork,George,George Stork,,"5' 10""",185 lbs.,--,,7,9,0,FALSE,CAN,31,FALSE
Story,Rick,Rick Story,The Horror,"5' 9""",170 lbs.,"71.0""",Southpaw,19,9,0,FALSE,USA,29,FALSE
Stosic,Darko,Darko Stosic,,"6' 0""",205 lbs.,"76.0""",Orthodox,13,4,0,FALSE,USA,31,FALSE
Stott,Greg,Greg Stott,Ranger,"5' 7""",220 lbs.,--,Southpaw,0,1,0,FALSE,USA,31,FALSE
Stout,Curtis,Curtis Stout,,"6' 1""",185 lbs.,--,Southpaw,11,12,1,FALSE,USA,31,FALSE
Stout,Sam,Sam Stout,Hands of Stone,"5' 9""",155 lbs.,"70.0""",Orthodox,20,12,1,FALSE,CAN,29,FALSE
Stout,Tim,Tim Stout,,"5' 11""",185 lbs.,--,,12,10,0,FALSE,CAN,28,FALSE
Strader,Jesse,Jesse Strader,Sui Generis,"5' 7""",135 lbs.,"70.0""",Orthodox,5,3,0,FALSE,USA,31,FALSE
Strangis,Gennaro,Gennaro Strangis,,--,--,--,,0,1,0,FALSE,CAN,31,FALSE
Strasser,Dave,Dave Strasser,,"5' 10""",170 lbs.,--,Orthodox,25,8,0,FALSE,CAN,31,FALSE
Straus,Daniel,Daniel Straus,,"5' 7""",145 lbs.,"71.0""",,24,7,0,FALSE,USA,31,FALSE
Strebendt,Gerald,Gerald Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,9,7,0,FALSE,USA,31,FALSE
Strickland,Sean,Sean Strickland,,"6' 1""",185 lbs.,"76.0""",Orthodox,27,5,0,FALSE,USA,29,TRUE
Striegl,Mark,Mark Striegl,Mugen,"5' 8""",145 lbs.,"70.0""",Southpaw,18,4,0,FALSE,PHI,27,FALSE
Stringer,Hans,Hans Stringer,,"6' 3""",205 lbs.,--,Orthodox,22,8,3,FALSE,NED,31,FALSE
Struve,Stefan,Stefan Struve,Skyscraper,"6' 11""",265 lbs.,"84.0""",Orthodox,33,13,0,FALSE,NED,28,FALSE
Stuart,Josh,Josh Stuart,,"5' 9""",160 lbs.,--,,1,4,0,FALSE,POL,34,FALSE
Stumpf,Mike,Mike Stumpf,,"5' 10""",170 lbs.,--,,11,4,0,FALSE,USA,27,FALSE
Sturgeon,Kyle,Kyle Sturgeon,,"6' 3""",225 lbs.,--,Switch,0,1,0,FALSE,USA,27,FALSE
Suarez,Tatiana,Tatiana Suarez,,"5' 5""",115 lbs.,"66.0""",Southpaw,10,0,0,FALSE,USA,28,TRUE
Suda,Masanori,Masanori Suda,,"5' 9""",183 lbs.,--,Orthodox,22,11,3,FALSE,SER,27,FALSE
Sudo,Genki,Genki Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15,4,2,FALSE,SER,31,FALSE
Sudolski,Lucasz,Lucasz Sudolski,,"6' 4""",205 lbs.,"75.0""",Orthodox,8,1,0,FALSE,SER,27,FALSE
Sugie,Daisuke,Daisuke Sugie,Amazon,"5' 6""",160 lbs.,--,Orthodox,10,8,1,FALSE,ENG,31,FALSE
Sugiura,Takashi,Takashi Sugiura,,"5' 11""",225 lbs.,--,Southpaw,1,3,0,FALSE,JPN,28,FALSE
Sugiyuma,Naho,Naho Sugiyuma,Sugi Rock,"5' 1""",105 lbs.,--,,12,5,0,FALSE,JPN,29,FALSE
Sullivan,George,George Sullivan,The Silencer,"6' 0""",170 lbs.,"73.0""",Orthodox,17,7,0,FALSE,USA,31,FALSE
Suloev,Amar,Amar Suloev,,"5' 9""",183 lbs.,--,Orthodox,24,7,0,FALSE,USA,31,FALSE
Sultanakhmedov,Magomed,Magomed Sultanakhmedov,,"6' 2""",185 lbs.,--,Southpaw,18,6,0,FALSE,RUS,27,FALSE
Sumter,Justin,Justin Sumter,,"6' 2""",185 lbs.,"80.0""",Southpaw,7,3,0,FALSE,USA,34,FALSE
Sumudaerji,, Sumudaerji,The Tibetan Eagle,"5' 8""",125 lbs.,"72.0""",Southpaw,16,5,0,FALSE,USA,#N/A,FALSE
Supandhi,Rama,Rama Supandhi,Hellboy,"5' 5""",125 lbs.,"66.0""",Southpaw,8,4,0,FALSE,INA,29,FALSE
Susilo,Aji,Aji Susilo,,"5' 10""",155 lbs.,--,,6,4,0,FALSE,USA,#N/A,FALSE
Suttie,Jason,Jason Suttie,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,0,1,0,FALSE,ENG,31,FALSE
Sutton,Joel,Joel Sutton,,"5' 11""",205 lbs.,--,Orthodox,2,4,1,FALSE,AUS,34,FALSE
Sutton,Chad,Chad Sutton,,"6' 1""",185 lbs.,--,,2,2,0,FALSE,AUS,31,FALSE
Suzart,Danilo,Danilo Suzart,,"6' 0""",260 lbs.,--,Orthodox,9,2,0,FALSE,BRA,31,FALSE
Svensson,Martin,Martin Svensson,,"6' 1""",155 lbs.,--,,15,6,0,FALSE,SWE,27,FALSE
Swain,Daniel,Daniel Swain,,"5' 9""",145 lbs.,"70.0""",Orthodox,20,10,1,FALSE,USA,31,FALSE
Swanson,Cub,Cub Swanson,,"5' 8""",145 lbs.,"70.0""",Orthodox,28,13,0,FALSE,USA,31,FALSE
Swick,Mike,Mike Swick,Quick,"6' 1""",170 lbs.,"77.0""",Orthodox,15,6,0,FALSE,USA,27,FALSE
Sword,Floyd,Floyd Sword,,"6' 0""",185 lbs.,--,Orthodox,12,3,0,FALSE,USA,31,FALSE
Sy,Oumar,Oumar Sy,,--,205 lbs.,--,,6,0,0,FALSE,USA,29,FALSE
Syler,Bentley,Bentley Syler,Bolivia,"5' 4""",125 lbs.,--,Orthodox,5,1,0,FALSE,BOL,31,FALSE
Syler,Kevin,Kevin Syler,El Nino Bala,"5' 9""",155 lbs.,"71.0""",Switch,10,1,0,FALSE,BOL,27,FALSE
Sylvest,Leo,Leo Sylvest,Lethal,"5' 11""",205 lbs.,--,Orthodox,10,16,0,FALSE,FRA,27,FALSE
Sylvester,Tony,Tony Sylvester,,"6' 1""",225 lbs.,--,Southpaw,11,3,0,FALSE,FRA,28,FALSE
Sylvia,Tim,Tim Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,31,10,0,TRUE,USA,28,FALSE
Szaflarski,Kevin,Kevin Szaflarski,,--,260 lbs.,--,,10,1,0,FALSE,POL,27,FALSE
Tachihikari,Osamu,Osamu Tachihikari,,"6' 5""",300 lbs.,--,Orthodox,0,4,0,FALSE,ESP,29,FALSE
Tackett,Amber,Amber Tackett,,--,115 lbs.,--,,1,3,0,FALSE,ESP,31,FALSE
Tadeu,Eugenio,Eugenio Tadeu,,"5' 8""",160 lbs.,--,Orthodox,2,3,0,FALSE,ESP,31,FALSE
Tafa,Justin,Justin Tafa,Bad Man,"6' 0""",264 lbs.,"74.0""",Southpaw,6,3,0,FALSE,AUS,34,TRUE
Tafa,Junior,Junior Tafa,The Juggernaut,"6' 3""",240 lbs.,"72.0""",Orthodox,4,1,0,FALSE,CRO,34,FALSE
Taha,Khalid,Khalid Taha,The Warrior,"5' 5""",135 lbs.,"69.0""",Orthodox,13,5,0,FALSE,GER,27,TRUE
Taimanglo,Joe,Joe Taimanglo,The Juggernaut,"5' 4""",135 lbs.,--,,23,7,1,FALSE,GUM,34,FALSE
Taira,Tatsuro,Tatsuro Taira,,"5' 7""",125 lbs.,"70.0""",Orthodox,13,0,0,FALSE,JPN,28,TRUE
Taisumov,Mairbek,Mairbek Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,27,6,0,FALSE,RUS,27,FALSE
Takada,Nobuhiko,Nobuhiko Takada,,"6' 0""",220 lbs.,--,Southpaw,2,6,2,FALSE,JPN,29,FALSE
Takahashi,Yoshiki,Yoshiki Takahashi,Kazuo,"5' 11""",199 lbs.,--,Southpaw,30,27,3,FALSE,JPN,28,FALSE
Takahashi,Yoko,Yoko Takahashi,,"5' 8""",150 lbs.,--,,15,12,2,FALSE,JPN,28,FALSE
Takase,Daiju,Daiju Takase,,"6' 0""",170 lbs.,--,Southpaw,12,15,2,FALSE,JPN,31,FALSE
Takaya,Hiroyuki,Hiroyuki Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,21,14,2,FALSE,JPN,31,FALSE
Takayama,Yoshihiro,Yoshihiro Takayama,,"6' 5""",280 lbs.,--,Orthodox,1,4,0,FALSE,JPN,28,FALSE
Takimoto,Makoto,Makoto Takimoto,,"5' 7""",205 lbs.,--,Southpaw,6,5,0,FALSE,JPN,27,FALSE
Taktarov,Oleg,Oleg Taktarov,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,17,5,2,FALSE,JPN,29,FALSE
Talbott,Payton,Payton Talbott,,--,135 lbs.,--,,5,0,0,FALSE,BEL,29,FALSE
Taleb,Nordine,Nordine Taleb,,"6' 1""",170 lbs.,"74.0""",Orthodox,15,7,0,FALSE,CAN,29,FALSE
Talha,Murtaza,Murtaza Talha,,--,205 lbs.,--,,6,0,0,FALSE,MKD,29,FALSE
Tamakairiki,Tsuyoshi,Tsuyoshi Tamakairiki,,"6' 0""",220 lbs.,--,Orthodox,0,3,0,FALSE,JPN,28,FALSE
Tamez,Eli,Eli Tamez,Tomahawk,"5' 7""",135 lbs.,--,,10,0,0,FALSE,USA,31,FALSE
Tamura,Kiyoshi,Kiyoshi Tamura,,"5' 11""",185 lbs.,--,Southpaw,32,13,3,FALSE,JPN,27,FALSE
Tamura,Akitoshi,Akitoshi Tamura,The Ironman,"5' 9""",135 lbs.,"70.0""",Orthodox,21,18,2,FALSE,GER,#N/A,FALSE
Tamura,Issei,Issei Tamura,,"5' 5""",135 lbs.,"63.0""",Orthodox,10,8,0,FALSE,JPN,31,FALSE
Tan,Jason,Jason Tan,,"5' 10""",170 lbs.,--,Orthodox,5,3,0,FALSE,JPN,31,FALSE
Tanaka,Akihito,Akihito Tanaka,Kinniku Mantaro,--,--,--,Southpaw,2,2,0,FALSE,JPN,#N/A,FALSE
Tanaka,Michinori,Michinori Tanaka,,"5' 5""",135 lbs.,"67.0""",Orthodox,11,3,0,FALSE,JPN,27,FALSE
Tanner,Evan,Evan Tanner,,"6' 0""",185 lbs.,"74.0""",Orthodox,32,8,0,TRUE,USA,31,FALSE
Tanner,Kasey,Kasey Tanner,,--,135 lbs.,--,,6,0,0,FALSE,USA,27,FALSE
Tapia,Manny,Manny Tapia,The Mangler,"5' 5""",135 lbs.,"67.0""",Orthodox,12,14,1,FALSE,USA,27,FALSE
Tapusoa,Gary,Gary Tapusoa,,"5' 7""",185 lbs.,--,,8,3,0,FALSE,USA,31,FALSE
Tate,Miesha,Miesha Tate,Cupcake,"5' 6""",135 lbs.,"65.0""",Orthodox,19,9,0,TRUE,USA,27,TRUE
Taurosevicius,Deividas,Deividas Taurosevicius,,"5' 9""",145 lbs.,"68.0""",Southpaw,17,5,0,FALSE,USA,31,FALSE
Tavares,Thiago,Thiago Tavares,,"5' 7""",145 lbs.,"70.0""",Orthodox,21,7,1,FALSE,BRA,28,FALSE
Tavares,Jeremy,Jeremy Tavares,,--,135 lbs.,--,,1,6,0,FALSE,BRA,31,FALSE
Tavares,Brad,Brad Tavares,,"6' 1""",185 lbs.,"74.0""",Orthodox,19,9,0,FALSE,USA,31,TRUE
Taveras,Ramon,Ramon Taveras,The Savage,--,145 lbs.,--,,7,1,0,FALSE,BRA,29,FALSE
Taylor,Paul,Paul Taylor,Relentless,"6' 0""",155 lbs.,"72.0""",Orthodox,11,6,1,FALSE,ENG,29,FALSE
Taylor,Jesse,Jesse Taylor,JT Money,"6' 0""",170 lbs.,"73.0""",Orthodox,31,15,0,FALSE,USA,31,FALSE
Taylor,Torrance,Torrance Taylor,,"5' 7""",155 lbs.,--,,13,8,1,FALSE,USA,28,FALSE
Taylor,Louis,Louis Taylor,Handgunz,"5' 11""",185 lbs.,--,Orthodox,13,4,0,FALSE,USA,27,FALSE
Taylor,Anthony,Anthony Taylor,Pretty Boy,"5' 7""",145 lbs.,--,,1,3,0,FALSE,USA,31,FALSE
Taylor,Danielle,Danielle Taylor,Dynamite,"5' 0""",115 lbs.,"60.0""",Orthodox,9,4,0,FALSE,USA,31,FALSE
Taylor,J.T,J.T Taylor,The Outlaw,"5' 10""",--,--,,7,7,0,FALSE,USA,31,FALSE
Te Huna,James,James Te Huna,,"6' 2""",185 lbs.,"75.0""",Orthodox,16,9,0,FALSE,NZL,31,FALSE
Teed,Shawn,Shawn Teed,,"6' 5""",265 lbs.,--,Orthodox,5,2,0,FALSE,USA,29,FALSE
Teixeira,Glover,Glover Teixeira,,"6' 2""",205 lbs.,"76.0""",Orthodox,33,9,0,TRUE,BRA,31,TRUE
Teixeira,John,John Teixeira,Macapa,"5' 7""",145 lbs.,--,Orthodox,21,2,2,FALSE,BRA,34,FALSE
Teixeira,Ewerton,Ewerton Teixeira,,"6' 1""",242 lbs.,--,,3,1,0,FALSE,BRA,31,FALSE
Telligman,Tra,Tra Telligman,Trauma,"6' 2""",233 lbs.,--,Orthodox,7,5,1,FALSE,USA,28,FALSE
Tennant,Taneisha,Taneisha Tennant,Triple Threat,"5' 7""",145 lbs.,"70.0""",Orthodox,5,1,0,FALSE,USA,28,FALSE
Terrado,Herman,Herman Terrado,,--,170 lbs.,--,,15,3,1,FALSE,USA,31,FALSE
Terrel,Dave,Dave Terrel,The Bionic,"5' 8""",170 lbs.,--,Southpaw,7,7,0,FALSE,USA,31,FALSE
Terrell,David,David Terrell,The Soul Assassin,"6' 1""",185 lbs.,--,Southpaw,6,2,0,FALSE,USA,31,FALSE
Terry,James,James Terry,Intensity,"5' 10""",170 lbs.,--,Orthodox,19,9,0,FALSE,USA,31,FALSE
Terry,Jeff,Jeff Terry,,"6' 2""",205 lbs.,--,,2,3,0,FALSE,USA,31,FALSE
Teymur,David,David Teymur,,"5' 9""",155 lbs.,"73.0""",Southpaw,8,2,0,FALSE,SWE,31,TRUE
Teymur,Daniel,Daniel Teymur,Kid Dynamite,"5' 5""",145 lbs.,"69.0""",Orthodox,7,4,0,FALSE,SWE,31,FALSE
Tezuka,Motonobu,Motonobu Tezuka,,"5' 7""",135 lbs.,--,Southpaw,28,12,7,FALSE,JPN,29,FALSE
Thacker,Jason,Jason Thacker,,"5' 10""",185 lbs.,--,Orthodox,0,1,0,FALSE,JPN,31,FALSE
Thatch,Brandon,Brandon Thatch,Rukus,"6' 2""",170 lbs.,"74.0""",Switch,11,5,0,FALSE,USA,31,FALSE
Theodorou,Elias,Elias Theodorou,The Spartan,"6' 1""",185 lbs.,"75.0""",Orthodox,16,3,0,FALSE,CAN,31,FALSE
Theotikos,Nik,Nik Theotikos,,--,185 lbs.,--,Orthodox,6,2,0,FALSE,BRA,29,FALSE
Thiago,Paulo,Paulo Thiago,,"5' 11""",170 lbs.,"74.0""",Orthodox,18,9,0,FALSE,BRA,29,FALSE
Thomas,Din,Din Thomas,Dinyero,"5' 9""",155 lbs.,--,Orthodox,26,9,0,FALSE,USA,31,FALSE
Thomas,Ryan,Ryan Thomas,The Tank Engine,"6' 0""",170 lbs.,--,Orthodox,20,8,0,FALSE,USA,29,FALSE
Thomas,Noah,Noah Thomas,,"5' 9""",135 lbs.,--,Orthodox,14,7,0,FALSE,USA,29,FALSE
Thomas,Joel,Joel Thomas,The NIce Guy,"5' 10""",170 lbs.,--,,5,2,0,FALSE,USA,34,FALSE
Thomison,Treston,Treston Thomison,,"5' 8""",145 lbs.,--,,10,6,0,FALSE,USA,28,FALSE
Thompson,Nick,Nick Thompson,The Goat,"6' 1""",170 lbs.,"74.0""",Orthodox,38,14,1,FALSE,USA,29,FALSE
Thompson,James,James Thompson,The Colossus,"6' 5""",265 lbs.,--,Orthodox,20,16,0,FALSE,ENG,31,FALSE
Thompson,Oli,Oli Thompson,,"6' 1""",242 lbs.,--,Orthodox,17,10,0,FALSE,ENG,29,FALSE
Thompson,Stephen,Stephen Thompson,Wonderboy,"6' 0""",170 lbs.,"75.0""",Orthodox,17,6,1,FALSE,USA,28,FALSE
Thomson,Josh,Josh Thomson,The Punk,"5' 10""",155 lbs.,"71.0""",Orthodox,22,9,0,FALSE,USA,34,FALSE
Thoresen,Simeon,Simeon Thoresen,The Grin,"6' 1""",170 lbs.,"79.0""",Orthodox,17,6,1,FALSE,NOR,28,FALSE
Thornburg,Josh,Josh Thornburg,,"6' 0""",170 lbs.,--,,8,8,0,FALSE,NOR,34,FALSE
Tibau,Gleison,Gleison Tibau,,"5' 10""",155 lbs.,"71.0""",Southpaw,33,14,0,FALSE,BRA,31,FALSE
Tickle,Chris,Chris Tickle,BadBoy,"5' 9""",155 lbs.,--,,9,9,0,FALSE,USA,27,FALSE
Ticman,Nolan,Nolan Ticman,,"5' 6""",125 lbs.,--,Orthodox,4,3,0,FALSE,USA,29,FALSE
Till,Darren,Darren Till,The Gorilla,"6' 0""",185 lbs.,"74.0""",Southpaw,18,5,1,FALSE,ENG,31,TRUE
Tillis,Brett,Brett Tillis,,--,145 lbs.,--,,0,0,0,FALSE,USA,31,FALSE
Tiuliulin,Denis,Denis Tiuliulin,,"6' 1""",185 lbs.,"77.0""",Orthodox,11,7,0,FALSE,RUS,31,TRUE
Tobar,Ryan,Ryan Tobar,,--,155 lbs.,--,,3,3,0,FALSE,KAZ,29,FALSE
Todhunter,Andrew,Andrew Todhunter,The Sniper,"6' 0""",185 lbs.,--,Switch,8,0,0,FALSE,USA,31,FALSE
Todorovic,Dusko,Dusko Todorovic,Thunder,"6' 1""",185 lbs.,"74.0""",Orthodox,12,4,0,FALSE,SER,31,FALSE
Tokkos,Tuco,Tuco Tokkos,,"6' 4""",205 lbs.,"75.0""",Orthodox,7,3,0,FALSE,ENG,28,FALSE
Tokoro,Hideo,Hideo Tokoro,,"5' 7""",135 lbs.,--,Orthodox,34,29,2,FALSE,JPN,31,FALSE
Tokov,Anatoly,Anatoly Tokov,,"5' 10""",185 lbs.,--,,25,2,0,FALSE,RUS,31,FALSE
Tokudome,Kazuki,Kazuki Tokudome,,"5' 11""",155 lbs.,"73.0""",Southpaw,18,7,1,FALSE,JPN,27,FALSE
Toner,Tyler,Tyler Toner,,"5' 8""",145 lbs.,"70.0""",Orthodox,15,7,0,FALSE,BUL,28,FALSE
Toney,James,James Toney,Lights Out,"5' 9""",220 lbs.,--,Orthodox,0,1,0,FALSE,BUL,31,FALSE
Tonooka,Masanori,Masanori Tonooka,,"5' 8""",185 lbs.,--,Orthodox,1,2,0,FALSE,EST,27,FALSE
Toomey,Carl,Carl Toomey,,--,--,--,,3,3,0,FALSE,USA,31,FALSE
Topuria,Ilia,Ilia Topuria,El Matador,"5' 7""",145 lbs.,"69.0""",Orthodox,14,0,0,FALSE,GEO,31,TRUE
Torres,Anthony,Anthony Torres,The Crush,"5' 8""",170 lbs.,--,Orthodox,5,3,0,FALSE,USA,31,FALSE
Torres,Miguel,Miguel Torres,,"5' 9""",135 lbs.,"76.0""",Orthodox,44,9,0,FALSE,USA,27,FALSE
Torres,Ronys,Ronys Torres,,"5' 7""",155 lbs.,--,Orthodox,35,5,0,FALSE,BRA,29,FALSE
Torres,Haven,Haven Torres,,--,125 lbs.,--,,0,0,0,FALSE,USA,31,FALSE
Torres,Tecia,Tecia Torres,The Tiny Tornado,"5' 1""",115 lbs.,"60.0""",Orthodox,13,6,0,FALSE,BRA,28,TRUE
Torres,Alex,Alex Torres,Rolo,"5' 10""",145 lbs.,--,Orthodox,5,4,0,FALSE,COL,#N/A,FALSE
Torres,Abram,Abram Torres,,"5' 10""",170 lbs.,--,,4,3,0,FALSE,USA,#N/A,FALSE
Torres,Jose,Jose Torres,Shorty,"5' 4""",125 lbs.,"65.0""",Orthodox,8,1,0,FALSE,USA,34,FALSE
Torres,Desmond,Desmond Torres,,"5' 6""",135 lbs.,"69.0""",Orthodox,7,2,0,FALSE,USA,31,FALSE
Torres,Manuel,Manuel Torres,El Loco,"5' 10""",155 lbs.,"73.0""",,14,2,0,FALSE,USA,27,TRUE
Touahri,Salim,Salim Touahri,Grizzly,"5' 10""",170 lbs.,"72.0""",Orthodox,10,4,0,FALSE,POL,29,FALSE
Townsend,Dequan,Dequan Townsend,The Tarantula,"6' 3""",205 lbs.,"79.0""",Orthodox,21,12,0,FALSE,USA,31,FALSE
Toyonaga,Minoru,Minoru Toyonaga,,"5' 11""",195 lbs.,--,Southpaw,2,5,0,FALSE,USA,27,FALSE
Trabelsi,Slim,Slim Trabelsi,,"6' 3""",235 lbs.,--,,5,0,0,FALSE,GER,28,FALSE
Traven,Roberto,Roberto Traven,Spider,"6' 3""",227 lbs.,--,Orthodox,6,4,1,FALSE,AUT,29,FALSE
Travers,Bryan,Bryan Travers,,--,155 lbs.,--,,15,4,0,FALSE,AUT,31,FALSE
Trevino,Alexander,Alexander Trevino,,--,170 lbs.,--,,7,7,0,FALSE,USA,31,FALSE
Trevino,Francisco,Francisco Trevino,Sitkayan,"5' 9""",155 lbs.,"70.0""",Orthodox,13,3,0,FALSE,USA,31,FALSE
Trevino,Angelo,Angelo Trevino,Baby Monsta,"5' 11""",170 lbs.,--,Switch,7,3,0,FALSE,USA,31,FALSE
Trigg,Frank,Frank Trigg,Twinkle Toes,"5' 9""",170 lbs.,"71.0""",Southpaw,21,9,0,FALSE,USA,31,FALSE
Trinaldo,Francisco,Francisco Trinaldo,Massaranduba,"5' 9""",170 lbs.,"70.0""",Southpaw,28,9,0,FALSE,BRA,31,FALSE
Trites,Damien,Damien Trites,The Omen,"5' 11""",165 lbs.,--,,7,6,0,FALSE,USA,31,FALSE
Trizano,Michael,Michael Trizano,The Lone Wolf,"5' 11""",145 lbs.,"71.0""",Orthodox,11,3,0,FALSE,USA,27,TRUE
Trocoli,Antonio,Antonio Trocoli,Malvado,"6' 5""",205 lbs.,"82.0""",Orthodox,12,3,0,FALSE,BRA,31,FALSE
Troeng,Tor,Tor Troeng,The Hammer,"6' 2""",185 lbs.,--,Orthodox,16,7,1,FALSE,SWE,28,FALSE
Trujillo,Aaron,Aaron Trujillo,,"5' 5""",125 lbs.,--,,0,1,0,FALSE,USA,#N/A,FALSE
Trujillo,Reynaldo,Reynaldo Trujillo,The Truth,"5' 9""",155 lbs.,--,,21,19,0,FALSE,USA,29,FALSE
Trujillo,Abel,Abel Trujillo,Killa,"5' 8""",155 lbs.,"70.0""",Orthodox,15,8,0,FALSE,USA,#N/A,FALSE
Tsarukyan,Arman,Arman Tsarukyan,Ahalkalakets,"5' 7""",155 lbs.,"72.0""",Orthodox,20,3,0,FALSE,RUS,31,TRUE
