last,first,full_nm,nickname,ht,wt,reach,stance,w,l,d,belt,country,age_in_2023,active
Ayala,Javy,Javy Ayala,Eye Candy,"6' 1""",265 lbs.,--,,10,5,0,FALSE,USA,31,FALSE
Ayari,Jessin,Jessin Ayari,,"6' 0""",155 lbs.,"73.0""",Orthodox,16,6,0,FALSE,GER,31,FALSE
Azaitar,Abu,Abu Azaitar,Captain Morocco,"5' 9""",185 lbs.,"76.0""",Orthodox,14,3,1,FALSE,MAR,#N/A,TRUE
Azaitar,Ottman,Ottman Azaitar,Bulldozer,"5' 8""",155 lbs.,"71.0""",Switch,13,1,0,FALSE,MAR,29,TRUE
Azeredo,Luiz,Luiz Azeredo,,"5' 9""",154 lbs.,--,Orthodox,15,10,0,FALSE,KGZ,27,FALSE
Azevedo,Luciano,Luciano Azevedo,,"6' 3""",161 lbs.,--,Orthodox,17,9,1,FALSE,BRA,27,FALSE
Azure,Hunter,Hunter Azure,,"5' 8""",145 lbs.,"69.0""",Orthodox,9,2,0,FALSE,USA,31,FALSE
Backstrom,Niklas,Niklas Backstrom,,"6' 1""",145 lbs.,--,Orthodox,11,3,0,FALSE,SWE,29,FALSE
Baczynski,Seth,Seth Baczynski,The Polish Pistola,"6' 3""",170 lbs.,"75.0""",Orthodox,20,14,0,FALSE,USA,29,FALSE
Badakhshi,Abdul Azeem,Abdul Azeem Badakhshi,The Afghan Lion,--,145 lbs.,--,,13,3,0,FALSE,USA,#N/A,FALSE
Bader,Ryan,Ryan Bader,Darth,"6' 2""",205 lbs.,"74.0""",Orthodox,23,5,0,FALSE,USA,29,FALSE
Badurek,Izabela,Izabela Badurek,,"5' 5""",115 lbs.,--,Orthodox,6,3,0,FALSE,POL,31,FALSE
Baeza,Miguel,Miguel Baeza,Caramel Thunder,"6' 2""",170 lbs.,"74.0""",Orthodox,10,3,0,FALSE,USA,27,FALSE
Bagautinov,Ali,Ali Bagautinov,Puncher,"5' 4""",125 lbs.,"65.0""",Orthodox,15,6,0,FALSE,RUS,31,FALSE
Baghdad,Mehdi,Mehdi Baghdad,The Sultan,"6' 1""",155 lbs.,--,Orthodox,11,5,0,FALSE,FRA,27,FALSE
Baghdasaryan,Melsik,Melsik Baghdasaryan,The Gun,"5' 9""",145 lbs.,"70.0""",Southpaw,7,2,0,FALSE,ARM,27,TRUE
Bahadurzada,Siyar,Siyar Bahadurzada,The Great,"5' 11""",170 lbs.,"73.0""",Orthodox,24,8,1,FALSE,AFG,28,FALSE
Bahamondes,Ignacio,Ignacio Bahamondes,La Jaula,"6' 3""",155 lbs.,"75.0""",Orthodox,14,4,0,FALSE,AFG,31,TRUE
Batebolati,Bahatebole,Bahatebole Batebolati,,"5' 11""",155 lbs.,"71.0""",Southpaw,8,1,1,FALSE,USA,31,FALSE
Bailey,Shamar,Shamar Bailey,,"5' 9""",155 lbs.,"75.0""",Southpaw,16,11,0,FALSE,USA,29,FALSE
Bailey,Jordan,Jordan Bailey,,"5' 9""",145 lbs.,--,,6,3,0,FALSE,USA,34,FALSE
Baker,Scott,Scott Baker,,"6' 0""",210 lbs.,--,,1,1,0,FALSE,USA,29,FALSE
Baker,Bryan,Bryan Baker,The Beast,"6' 3""",185 lbs.,--,Orthodox,18,5,0,FALSE,RUS,31,FALSE
Bala,Jin,Jin Bala,,"5' 9""",155 lbs.,--,,23,3,0,FALSE,MTG,34,FALSE
Balajin,, Balajin,The Snow Leopard,"5' 9""",145 lbs.,"72.0""",Orthodox,23,4,0,FALSE,RUS,#N/A,FALSE
Bamgbose,Oluwale,Oluwale Bamgbose,Holy War Angel,"5' 11""",185 lbs.,"78.0""",Switch,6,4,0,FALSE,NGR,29,FALSE
Banaszak,Stephen,Stephen Banaszak,,"6' 0""",145 lbs.,--,,5,5,0,FALSE,USA,28,FALSE
Bandel,Marcin,Marcin Bandel,Bomba,"5' 10""",155 lbs.,--,Orthodox,15,7,0,FALSE,POL,27,FALSE
Bandenay,Humberto,Humberto Bandenay,,"5' 11""",145 lbs.,"71.0""",Southpaw,14,7,0,FALSE,PER,31,FALSE
Bang,Tae Hyun,Tae Hyun Bang,Supernatural,"5' 9""",155 lbs.,"71.0""",Switch,18,10,0,FALSE,KOR,28,FALSE
Banks,Yohan,Yohan Banks,,--,--,--,,2,1,0,FALSE,USA,28,FALSE
Bannon,Shauna,Shauna Bannon,Mama B,--,115 lbs.,--,,5,0,0,FALSE,IRL,29,FALSE
Banuelos,Antonio,Antonio Banuelos,,"5' 5""",135 lbs.,"63.0""",Orthodox,20,11,1,FALSE,USA,31,FALSE
Barao,Renan,Renan Barao,The Baron,"5' 6""",145 lbs.,"70.0""",Orthodox,34,9,0,FALSE,BRA,29,FALSE
Barata,Junior,Junior Barata,,"5' 10""",170 lbs.,--,Orthodox,9,3,1,FALSE,BRA,34,FALSE
Barber,Maycee,Maycee Barber,The Future,"5' 5""",125 lbs.,"65.0""",Switch,13,2,0,FALSE,USA,27,TRUE
Barberena,Bryan,Bryan Barberena,Bam Bam,"6' 0""",170 lbs.,"72.0""",Southpaw,18,10,0,FALSE,USA,31,FALSE
Barboza,Edson,Edson Barboza,Junior,"5' 11""",145 lbs.,"75.0""",Orthodox,23,11,0,FALSE,BRA,31,TRUE
Barcelos,Raoni,Raoni Barcelos,,"5' 7""",135 lbs.,"67.0""",Orthodox,17,4,0,FALSE,BRA,29,TRUE
Barez,Daniel,Daniel Barez,,"5' 6""",125 lbs.,"66.0""",Orthodox,12,5,0,FALSE,ESP,31,FALSE
Barnatt,Luke,Luke Barnatt,The Bigslow,"6' 6""",185 lbs.,"77.0""",Orthodox,13,4,0,FALSE,ENG,27,FALSE
Barnes,James,James Barnes,Mooka,"5' 8""",135 lbs.,"71.0""",Orthodox,14,5,0,FALSE,USA,31,FALSE
Barnes,Nick,Nick Barnes,,"5' 11""",170 lbs.,--,,11,2,0,FALSE,USA,29,FALSE
Barnes,Shonte,Shonte Barnes,Shyne,"5' 11""",185 lbs.,"76.0""",Southpaw,6,2,1,FALSE,USA,29,FALSE
Barnett,Josh,Josh Barnett,The Warmaster,"6' 3""",250 lbs.,"78.0""",Orthodox,35,8,0,TRUE,USA,34,FALSE
Barnett,Chris,Chris Barnett,Beastboy,"5' 9""",265 lbs.,"75.0""",Orthodox,23,8,0,FALSE,USA,27,TRUE
Barnhizer,Chris,Chris Barnhizer,,--,--,--,,2,3,0,FALSE,ENG,27,FALSE
Baron,David,David Baron,,"5' 6""",155 lbs.,--,Switch,17,4,1,FALSE,USA,31,FALSE
Baroni,Phil,Phil Baroni,The New York Bad Ass,"5' 9""",170 lbs.,"72.0""",Orthodox,15,18,0,FALSE,USA,29,FALSE
Barrera,Dan,Dan Barrera,The Fireman,"5' 9""",170 lbs.,--,Orthodox,3,1,0,FALSE,BRA,31,FALSE
Barreto,Carlos,Carlos Barreto,,"6' 4""",230 lbs.,--,Orthodox,14,9,0,FALSE,BRA,31,FALSE
Barreto,Jose,Jose Barreto,,--,185 lbs.,--,Southpaw,0,1,0,FALSE,BRA,34,FALSE
Barrett,Peter,Peter Barrett,Slippery,"5' 10""",145 lbs.,"73.0""",Southpaw,11,5,0,FALSE,USA,29,FALSE
Barriault,Marc-Andre,Marc-Andre Barriault,Powerbar,"6' 1""",185 lbs.,"74.0""",Orthodox,16,6,0,FALSE,CAN,27,FALSE
Barrios,David,David Barrios,,"5' 6""",145 lbs.,--,,4,8,0,FALSE,ARG,31,FALSE
Barros,Alexandre,Alexandre Barros,Baixinho,"5' 9""",170 lbs.,--,Southpaw,22,11,0,FALSE,BRA,31,FALSE
Barros,Ricardo,Ricardo Barros,,"6' 1""",205 lbs.,--,,2,2,0,FALSE,BRA,29,FALSE
Barroso,Francimar,Francimar Barroso,Bodao,"6' 1""",205 lbs.,"75.0""",Orthodox,19,7,0,FALSE,BRA,31,FALSE
Barry,Pat,Pat Barry,HD,"5' 11""",235 lbs.,"74.0""",Orthodox,8,7,0,FALSE,USA,29,FALSE
Barry,Dean,Dean Barry,The Sniper,"5' 10""",170 lbs.,"72.0""",Orthodox,4,2,0,FALSE,IRL,31,FALSE
Barzola,Enrique,Enrique Barzola,El Fuerte,"5' 7""",145 lbs.,"70.0""",Orthodox,17,5,2,FALSE,PER,31,FALSE
Basharat,Javid,Javid Basharat,The Snow Leopard,"5' 9""",135 lbs.,"69.0""",Orthodox,14,0,0,FALSE,ENG,31,TRUE
Basharat,Farid,Farid Basharat,Ferocious,"5' 8""",135 lbs.,"71.0""",Orthodox,10,0,0,FALSE,ENG,31,FALSE
Bass,Stephen,Stephen Bass,Bigfish,"5' 9""",145 lbs.,--,Orthodox,11,2,0,FALSE,USA,28,FALSE
Bassett,Sean,Sean Bassett,,--,155 lbs.,--,,0,4,0,FALSE,USA,29,FALSE
Bastianelli,Ryan,Ryan Bastianelli,Relentless,"5' 5""",135 lbs.,--,,6,7,0,FALSE,USA,29,FALSE
Baszler,Shayna,Shayna Baszler,The Queen of Spades,"5' 7""",135 lbs.,--,Orthodox,15,11,0,FALSE,USA,29,FALSE
Batista,Michel,Michel Batista,,"6' 3""",260 lbs.,--,Orthodox,4,1,0,FALSE,CUB,27,FALSE
Battle,Bryan,Bryan Battle,Pooh Bear,"6' 1""",170 lbs.,"77.0""",Orthodox,10,2,0,FALSE,USA,31,TRUE
Baudot,Alan,Alan Baudot,The Black Samourai,"6' 3""",243 lbs.,"79.0""",Orthodox,8,4,0,FALSE,FRA,#N/A,FALSE
Bautista,Mario,Mario Bautista,,"5' 9""",135 lbs.,"69.0""",Switch,12,2,0,FALSE,USA,27,TRUE
Beal,Chris,Chris Beal,Real Deal,"5' 7""",125 lbs.,"69.0""",Orthodox,10,5,0,FALSE,USA,27,FALSE
Beard,Donovan,Donovan Beard,The Highlight Reel,"6' 2""",185 lbs.,"78.0""",Orthodox,7,2,0,FALSE,USA,31,FALSE
Bears,Rudy,Rudy Bears,,"5' 11""",170 lbs.,--,Southpaw,16,15,0,FALSE,USA,29,FALSE
Becerra,Salvador,Salvador Becerra,,"5' 9""",155 lbs.,--,,5,2,0,FALSE,USA,29,FALSE
Beck,Ariel,Ariel Beck,,"5' 6""",125 lbs.,"66.0""",Southpaw,4,5,0,FALSE,USA,31,FALSE
Bedard,Jeff,Jeff Bedard,Little Popeye,"5' 6""",145 lbs.,--,Orthodox,13,3,0,FALSE,USA,31,FALSE
Bedard,Eric,Eric Bedard,Lucky Strikes,"6' 2""",239 lbs.,--,,6,7,0,FALSE,USA,31,FALSE
Bedford,Johnny,Johnny Bedford,Brutal,"5' 10""",135 lbs.,"71.0""",Orthodox,21,13,1,FALSE,USA,34,FALSE
Bedoya,Rolando,Rolando Bedoya,The Machine,"5' 11""",170 lbs.,"74.0""",Orthodox,14,2,0,FALSE,PER,29,FALSE
Beebe,Chase,Chase Beebe,,"5' 7""",135 lbs.,"67.0""",Orthodox,24,13,1,FALSE,USA,27,FALSE
Beerbohm,Lyle,Lyle Beerbohm,Fancy Pants,"5' 10""",155 lbs.,--,Southpaw,24,3,0,FALSE,USA,27,FALSE
Begosso,Allan,Allan Begosso,Mini,"5' 5""",135 lbs.,"66.0""",Orthodox,7,2,1,FALSE,BRA,31,FALSE
Bektic,Mirsad,Mirsad Bektic,,"5' 8""",145 lbs.,"70.0""",Orthodox,13,4,0,FALSE,BIH,27,FALSE
Belbita,Diana,Diana Belbita,The Warrior Princess,"5' 7""",115 lbs.,"68.0""",Orthodox,15,7,0,FALSE,ROM,31,FALSE
Belcher,Alan,Alan Belcher,The Talent,"6' 2""",185 lbs.,"75.0""",Orthodox,18,8,0,FALSE,USA,#N/A,FALSE
Belfort,Vitor,Vitor Belfort,The Phenom,"6' 0""",185 lbs.,"74.0""",Southpaw,26,14,0,TRUE,BRA,28,FALSE
Belgaroui,Yousri,Yousri Belgaroui,Baby Face Assassin,--,185 lbs.,--,,5,2,0,FALSE,BRA,28,FALSE
Bellato,Rodolfo,Rodolfo Bellato,Trator,"6' 3""",205 lbs.,"75.0""",Orthodox,8,2,0,FALSE,BRA,29,FALSE
Belluardo,Danilo,Danilo Belluardo,Caterpillar,"6' 0""",155 lbs.,"74.0""",Southpaw,12,5,0,FALSE,ITA,31,FALSE
Beltran,Joey,Joey Beltran,The Mexicutioner,"6' 1""",185 lbs.,"75.0""",Orthodox,17,14,0,FALSE,USA,34,FALSE
Beltran,Marco,Marco Beltran,Psycho,"5' 8""",125 lbs.,"69.0""",Orthodox,8,6,0,FALSE,MEX,27,FALSE
Benavidez,Joseph,Joseph Benavidez,,"5' 4""",125 lbs.,"65.0""",Southpaw,28,8,0,FALSE,USA,34,FALSE
Bencic,Mike,Mike Bencic,Batman,"6' 0""",215 lbs.,--,Orthodox,1,2,0,FALSE,USA,27,FALSE
Beneteau,Dave,Dave Beneteau,Dangerous,"6' 2""",250 lbs.,--,Orthodox,6,5,1,FALSE,USA,31,FALSE
Benitez,Karla,Karla Benitez,,"5' 3""",113 lbs.,--,,14,11,1,FALSE,VEN,34,FALSE
Benitez,Gabriel,Gabriel Benitez,Moggly,"5' 8""",155 lbs.,"71.0""",Southpaw,23,11,0,FALSE,MEX,31,FALSE
Bennett,Charles,Charles Bennett,Krazy Horse,"5' 8""",155 lbs.,--,Orthodox,30,33,2,FALSE,USA,31,FALSE
Bennett,Josh,Josh Bennett,,"6' 4""",259 lbs.,--,Orthodox,11,14,0,FALSE,USA,34,FALSE
Bennett,DeAnna,DeAnna Bennett,The Argentine Assassin,"5' 4""",125 lbs.,"68.0""",Orthodox,8,3,1,FALSE,USA,31,FALSE
Benoist,Lance,Lance Benoist,,"5' 11""",170 lbs.,"72.0""",Southpaw,7,2,0,FALSE,USA,27,FALSE
Benoit,Joe,Joe Benoit,,"5' 9""",170 lbs.,--,Orthodox,11,4,0,FALSE,USA,34,FALSE
Benoit,Ryan,Ryan Benoit,Baby Face,"5' 5""",125 lbs.,"68.0""",Orthodox,10,8,0,FALSE,USA,29,FALSE
Benson,Pat,Pat Benson,,"5' 9""",155 lbs.,--,,3,5,3,FALSE,USA,29,FALSE
Bentley,Len,Len Bentley,,"5' 9""",155 lbs.,--,,10,6,0,FALSE,NZL,27,FALSE
Berger,Steve,Steve Berger,The Red Nosed Pitbull,"5' 11""",170 lbs.,--,Orthodox,21,23,2,FALSE,GER,28,FALSE
Bergh,Kenneth,Kenneth Bergh,,"6' 2""",205 lbs.,"74.0""",Orthodox,8,0,0,FALSE,NOR,27,FALSE
Bergmark,Bret,Bret Bergmark,The Angry Hick,"5' 9""",170 lbs.,--,,6,1,1,FALSE,SWE,31,FALSE
Berish,Keith,Keith Berish,Sha Bang Bang,"6' 0""",205 lbs.,--,Orthodox,5,1,0,FALSE,USA,27,FALSE
Bermudez,Dennis,Dennis Bermudez,The Menace,"5' 6""",155 lbs.,"66.0""",Orthodox,17,9,0,FALSE,USA,31,FALSE
Bermudez,Manny,Manny Bermudez,The Bermudez Triangle,"5' 10""",145 lbs.,"71.0""",Orthodox,14,2,0,FALSE,USA,27,FALSE
Bernardo,Talita,Talita Bernardo,,"5' 4""",135 lbs.,"68.0""",Orthodox,6,4,0,FALSE,BRA,28,FALSE
Berry,Dave,Dave Berry,,--,--,--,,0,1,0,FALSE,GER,31,FALSE
Berry,Keith,Keith Berry,,"6' 1""",185 lbs.,--,,15,14,1,FALSE,USA,27,FALSE
Berto,Dieusel,Dieusel Berto,,"5' 9""",200 lbs.,--,,0,3,0,FALSE,FRA,31,FALSE
Berto,Edson,Edson Berto,Little Tiger,"5' 6""",155 lbs.,--,Orthodox,17,12,1,FALSE,USA,31,FALSE
Berube,Allen,Allen Berube,Monstah Lobstah,"5' 8""",155 lbs.,--,Orthodox,4,3,0,FALSE,FRA,31,FALSE
Berzin,Anton,Anton Berzin,The Body Snatcher,"6' 2""",205 lbs.,--,Orthodox,5,1,0,FALSE,USA,31,FALSE
Bessac,Scott,Scott Bessac,,"6' 4""",245 lbs.,--,,4,6,0,FALSE,ENG,29,FALSE
Bessette,Matt,Matt Bessette,The Mangler,"5' 10""",145 lbs.,"70.0""",Orthodox,22,9,0,FALSE,USA,27,FALSE
Bestaev,Khadzhi,Khadzhi Bestaev,Best,"6' 6""",185 lbs.,"76.0""",,10,4,0,FALSE,USA,27,FALSE
Bettega,Fernando,Fernando Bettega,,--,170 lbs.,--,,7,5,0,FALSE,BRA,31,FALSE
Bhullar,Arjan,Arjan Bhullar,,"6' 1""",245 lbs.,"75.0""",Orthodox,9,1,0,FALSE,CAN,31,FALSE
Bhullar,KB,KB Bhullar,The Bengal,"6' 4""",185 lbs.,"78.0""",Switch,8,2,0,FALSE,CAN,27,FALSE
Magomed,Bibulatov,Bibulatov Magomed,Chaborz,"5' 5""",125 lbs.,"65.0""",Orthodox,14,2,0,FALSE,USA,31,FALSE
Bielkheden,David,David Bielkheden,,"5' 10""",155 lbs.,"71.0""",Orthodox,24,12,0,FALSE,SWE,31,FALSE
Bilder,Blake,Blake Bilder,El Animal,"5' 8""",145 lbs.,"68.0""",Switch,8,1,1,FALSE,USA,31,FALSE
Bilharinho,Jonas,Jonas Bilharinho,,"5' 11""",145 lbs.,"75.0""",Switch,9,1,1,FALSE,BRA,34,FALSE
Billington,Jeremiah,Jeremiah Billington,,"5' 9""",205 lbs.,--,Orthodox,11,2,0,FALSE,AUS,31,FALSE
Bills,Scott,Scott Bills,,"5' 10""",170 lbs.,--,,7,9,1,FALSE,AUS,29,FALSE
Birchak,Anthony,Anthony Birchak,El Toro,"5' 8""",135 lbs.,"69.0""",Orthodox,16,8,0,FALSE,USA,31,FALSE
Birchler,Chris,Chris Birchler,The Big Buck,"6' 3""",205 lbs.,--,Switch,7,4,0,FALSE,USA,27,FALSE
Bisping,Michael,Michael Bisping,The Count,"6' 1""",185 lbs.,"75.0""",Orthodox,30,9,0,TRUE,ENG,27,FALSE
Bitetti,Amaury,Amaury Bitetti,,"5' 9""",185 lbs.,--,Orthodox,5,2,0,FALSE,BRA,31,FALSE
Bittencourt,Caio,Caio Bittencourt,Leao,"6' 0""",185 lbs.,"75.0""",Orthodox,14,7,0,FALSE,BRA,31,FALSE
Biyong,Simon,Simon Biyong,,--,205 lbs.,--,,7,1,0,FALSE,BRA,28,FALSE
Blachowicz,Jan,Jan Blachowicz,,"6' 2""",205 lbs.,"78.0""",Orthodox,29,9,1,FALSE,POL,31,FALSE
Black,Jason,Jason Black,The Black Legion,"5' 8""",155 lbs.,--,Orthodox,23,4,1,FALSE,USA,31,FALSE
Blackburn,Brad,Brad Blackburn,Bad Brad,"5' 10""",170 lbs.,"73.0""",Orthodox,18,13,1,FALSE,USA,31,FALSE
Blackford,Jason,Jason Blackford,,--,--,--,,3,3,0,FALSE,USA,31,FALSE
Blackledge,Tom,Tom Blackledge,,--,205 lbs.,--,Orthodox,10,7,0,FALSE,ENG,28,FALSE
Blackledge,Sherrard,Sherrard Blackledge,The Thriller,"5' 11""",155 lbs.,"75.0""",Orthodox,5,1,0,FALSE,USA,29,FALSE
Blackshear,Da'Mon,Da'Mon Blackshear,The Monster,"5' 10""",135 lbs.,"72.0""",Switch,13,5,1,FALSE,USA,31,FALSE
Blanchfield,Erin,Erin Blanchfield,Cold Blooded,"5' 4""",125 lbs.,"66.0""",Orthodox,11,1,0,FALSE,USA,31,TRUE
Blanco,Maximo,Maximo Blanco,Maxi,"5' 8""",145 lbs.,"71.0""",Orthodox,12,8,1,FALSE,VEN,27,FALSE
Blanco,David,David Blanco,,"5' 7""",145 lbs.,--,,2,0,0,FALSE,USA,31,FALSE
Blaydes,Curtis,Curtis Blaydes,Razor,"6' 4""",265 lbs.,"80.0""",Orthodox,17,4,0,FALSE,USA,31,TRUE
Bleda,Tereza,Tereza Bleda,,"5' 9""",125 lbs.,"71.0""",Orthodox,7,1,0,FALSE,CZE,28,FALSE
Blencowe,Arlene,Arlene Blencowe,Angerfist,"5' 5""",145 lbs.,--,,9,6,0,FALSE,AUS,31,FALSE
Bloodworth,Byron,Byron Bloodworth,,"5' 8""",135 lbs.,--,Orthodox,6,3,0,FALSE,USA,31,FALSE
Boatwright,Dashawn,Dashawn Boatwright,"Buck, the 400-pound Silverback","6' 0""",205 lbs.,--,Orthodox,3,1,0,FALSE,USA,31,FALSE
Bobish,Dan,Dan Bobish,,"6' 2""",345 lbs.,--,Southpaw,17,9,0,FALSE,SVK,31,FALSE
Bocek,Mark,Mark Bocek,,"5' 8""",155 lbs.,"75.0""",Orthodox,12,5,0,FALSE,CAN,27,FALSE
Bochniak,Kyle,Kyle Bochniak,Killer B,"5' 7""",145 lbs.,"70.0""",Orthodox,8,5,0,FALSE,USA,27,FALSE
Bochnovic,James,James Bochnovic,,"6' 4""",205 lbs.,"81.0""",Orthodox,8,3,0,FALSE,USA,31,FALSE
Boczulak,Jeremy,Jeremy Boczulak,,--,--,--,,0,2,0,FALSE,GER,31,FALSE
Boetsch,Tim,Tim Boetsch,The Barbarian,"6' 0""",185 lbs.,"74.0""",Orthodox,21,13,0,FALSE,USA,28,FALSE
Bofando,Galore,Galore Bofando,,"5' 11""",170 lbs.,"72.0""",Switch,5,3,0,FALSE,ENG,31,FALSE
Bogan,Jay,Jay Bogan,,--,145 lbs.,--,,6,6,0,FALSE,USA,31,FALSE
Bogatov,Roman,Roman Bogatov,,"5' 8""",155 lbs.,"73.0""",Orthodox,10,1,0,FALSE,RUS,29,FALSE
Bohi,Derek,Derek Bohi,Marshmallow,"6' 4""",260 lbs.,--,,8,5,0,FALSE,USA,31,FALSE
Bohlander,Jerry,Jerry Bohlander,,"5' 11""",199 lbs.,--,Orthodox,11,4,0,FALSE,USA,31,FALSE
Bohm,Mandy,Mandy Bohm,Monster,"5' 7""",125 lbs.,"71.0""",Orthodox,8,2,0,FALSE,USA,27,FALSE
Boku,Kotetsu,Kotetsu Boku,,"5' 9""",154 lbs.,--,Orthodox,25,11,2,FALSE,JPN,27,FALSE
Bolanos,Gaston,Gaston Bolanos,The Dreamkiller,"5' 7""",135 lbs.,"69.0""",Orthodox,7,3,0,FALSE,GER,31,FALSE
Bolt,Kyle,Kyle Bolt,,"6' 2""",185 lbs.,--,,8,4,0,FALSE,USA,27,FALSE
Bondar,Denys,Denys Bondar,Psycho,"5' 6""",125 lbs.,"69.0""",Orthodox,16,5,0,FALSE,UKR,31,TRUE
Bondole,Luc,Luc Bondole,,"6' 2""",205 lbs.,--,,5,2,2,FALSE,USA,27,FALSE
Bonello,Tony,Tony Bonello,The Gun,"6' 2""",185 lbs.,--,,16,3,1,FALSE,USA,28,FALSE
Bonfim,Gabriel,Gabriel Bonfim,Marretinha,"6' 1""",170 lbs.,"72.0""",Orthodox,14,0,0,FALSE,USA,31,FALSE
Bonfim,Ismael,Ismael Bonfim,Marreta,"5' 8""",155 lbs.,"71.0""",Orthodox,19,4,0,FALSE,USA,31,FALSE
Bongfeldt,Jesse,Jesse Bongfeldt,Water,"6' 0""",185 lbs.,--,Orthodox,16,5,1,FALSE,CAN,31,FALSE
Bonilla,Marcos,Marcos Bonilla,Murder Marx,"5' 10""",145 lbs.,--,,4,4,0,FALSE,USA,27,FALSE
Bonnar,Stephan,Stephan Bonnar,The American Psycho,"6' 4""",205 lbs.,"79.0""",Orthodox,15,9,0,FALSE,USA,28,FALSE
Bontorin,Rogerio,Rogerio Bontorin,,"5' 5""",125 lbs.,"67.0""",Orthodox,16,4,0,FALSE,BRA,29,FALSE
Borg,Ray,Ray Borg,The Tazmexican Devil,"5' 4""",135 lbs.,"63.0""",Orthodox,13,5,0,FALSE,USA,29,FALSE
Borisov,Igor,Igor Borisov,,"6' 0""",235 lbs.,--,Orthodox,1,1,0,FALSE,ARG,31,FALSE
Borjas,Kevin,Kevin Borjas,El Gallo Negro,--,125 lbs.,--,,8,1,0,FALSE,PER,27,FALSE
Born,Calen,Calen Born,,"5' 8""",170 lbs.,"72.0""",Switch,7,1,0,FALSE,USA,31,FALSE
Borralho,Caio,Caio Borralho,The Natural,"5' 10""",185 lbs.,"75.0""",Southpaw,14,1,0,FALSE,BRA,31,TRUE
Borrego,Zachary,Zachary Borrego,The Dragon,"6' 2""",185 lbs.,"78.0""",Switch,3,1,0,FALSE,USA,28,FALSE
Borshchev,Viacheslav,Viacheslav Borshchev,Slava Claus,"5' 11""",155 lbs.,"69.0""",Orthodox,7,3,0,FALSE,RUS,28,TRUE
Boser,Tanner,Tanner Boser,The Bulldozer,"6' 2""",205 lbs.,"75.0""",Orthodox,20,10,1,FALSE,CAN,28,TRUE
Bosse,Steve,Steve Bosse,The Boss,"5' 11""",205 lbs.,"72.0""",Orthodox,12,2,0,FALSE,CAN,28,FALSE
Bossett,Marcus,Marcus Bossett,The Grasshopper,"6' 1""",215 lbs.,--,Orthodox,1,3,0,FALSE,CAN,27,FALSE
Bostick,Chris,Chris Bostick,,--,--,--,,6,3,0,FALSE,CAN,27,FALSE
Botelho,Poliana,Poliana Botelho,,"5' 8""",125 lbs.,"67.0""",Orthodox,8,5,0,FALSE,BRA,29,FALSE
Botha,Francois,Francois Botha,White Buffalo,"6' 2""",260 lbs.,--,Orthodox,0,1,0,FALSE,BRA,31,FALSE
Bouchelaghem,Gregory,Gregory Bouchelaghem,,"6' 2""",183 lbs.,--,Switch,5,4,0,FALSE,FRA,31,FALSE
Boughton,Roy,Roy Boughton,Black Dynamite,"6' 0""",205 lbs.,--,,14,8,0,FALSE,USA,29,FALSE
Bouphanouvong,Rich,Rich Bouphanouvong,,"5' 7""",170 lbs.,--,,1,4,0,FALSE,TOG,29,FALSE
Bourke,Mike,Mike Bourke,The Rhino,"6' 0""",275 lbs.,--,Orthodox,10,16,1,FALSE,USA,27,FALSE
Bouscal,Jess,Jess Bouscal,,--,155 lbs.,--,,3,2,0,FALSE,USA,31,FALSE
Bowden,Tai,Tai Bowden,,"5' 11""",230 lbs.,--,,1,1,0,FALSE,FRA,28,FALSE
Bowen,Melton,Melton Bowen,The Punisher,"6' 0""",225 lbs.,--,Orthodox,0,1,0,FALSE,USA,27,FALSE
Bowen,Kyron,Kyron Bowen,Bullseye,"6' 3""",185 lbs.,"73.0""",Orthodox,9,5,0,FALSE,USA,27,FALSE
Bowles,Brian,Brian Bowles,,"5' 7""",135 lbs.,"70.0""",Orthodox,10,3,0,FALSE,USA,31,FALSE
Bowling,Roger,Roger Bowling,Relentless,"5' 9""",155 lbs.,"68.0""",Orthodox,12,6,0,FALSE,USA,29,FALSE
Bowman,Blake,Blake Bowman,,"6' 2""",170 lbs.,--,,2,6,0,FALSE,USA,31,FALSE
Bowman,Ashe,Ashe Bowman,The Archer,"5' 9""",155 lbs.,--,,9,11,0,FALSE,USA,31,FALSE
Boynazarov,Anvar,Anvar Boynazarov,The Uzbek,"5' 9""",145 lbs.,--,Orthodox,3,1,0,FALSE,USA,31,FALSE
Bradford,Colley,Colley Bradford,,"5' 7""",145 lbs.,--,,0,1,0,FALSE,USA,31,FALSE
Bradley,Kyle,Kyle Bradley,,"5' 9""",155 lbs.,"71.0""",Orthodox,19,12,0,FALSE,USA,27,FALSE
Bradley,Paul,Paul Bradley,The Gentleman,"5' 9""",170 lbs.,--,Orthodox,23,8,0,FALSE,USA,29,FALSE
Brady,Sean,Sean Brady,,"5' 10""",170 lbs.,"72.0""",Orthodox,15,1,0,FALSE,USA,29,FALSE
Braga,Ebenezer Fontes,Ebenezer Fontes Braga,Pitbull,"6' 0""",199 lbs.,--,Orthodox,13,7,2,FALSE,USA,31,FALSE
Brahimaj,Ramiz,Ramiz Brahimaj,,"5' 10""",170 lbs.,"72.0""",Orthodox,10,4,0,FALSE,USA,29,FALSE
Brammer,Joe,Joe Brammer,The South Side Strangler,"5' 8""",155 lbs.,--,Orthodox,7,3,1,FALSE,ENG,34,FALSE
